floor,url,price,title,community,location
中层/6层,http://sh.lianjia.com/zufang/shz3444114.html,3000,金桥新村四街坊，上门实拍，真实在租，光线充足,金桥新村四街坊（博兴路916弄）,金桥
高层/6层,http://sh.lianjia.com/zufang/shz3444877.html,3800,济阳一村，出行方便，放心好房，采光无敌好,济阳一村,世博
高层/6层,http://sh.lianjia.com/zufang/shz3445028.html,4000,业主新委托，高区阳光房，上门实拍，真实在租,巨西小区,洋泾
中层/6层,http://sh.lianjia.com/zufang/shz3445403.html,3700,京浦小区，景观房，上门实勘，链家房源,京浦小区,御桥
中层/7层,http://sh.lianjia.com/zufang/shz3445523.html,3500,芳雅苑，抢鲜笋盘，如您所见，黄金楼层,芳雅苑,北蔡
中层/15层,http://sh.lianjia.com/zufang/shz3445584.html,2500,浦发春晖新苑，地铁沿线，高清实拍，抢鲜笋盘,浦发春晖新苑,外高桥
中层/6层,http://sh.lianjia.com/zufang/shz3411824.html,3000,紫阳花苑，真实在租，1室1厅，上门实拍,紫阳花苑,华泾
高层/6层,http://sh.lianjia.com/zufang/shz3266062.html,2800,长桥三村，高区景观好，高清实拍，一链倾城,长桥三村,长桥
低层/6层,http://sh.lianjia.com/zufang/shz2839676.html,3500,东湾小区，实地看房，上门实勘，低楼层,东湾小区,华泾
高层/6层,http://sh.lianjia.com/zufang/shz3394511.html,3600,三江小区，有钥匙立即看，温馨一室，链家好房,三江小区,龙华
中层/6层,http://sh.lianjia.com/zufang/shz3412376.html,3600,梅陇四村，黄金楼层，放心好房，地铁房,梅陇四村,华东理工
高层/4层,http://sh.lianjia.com/zufang/shz3411401.html,4000,观望后悔莫及，小户型，出行方便，马上看房,康强坊,康健
低层/6层,http://sh.lianjia.com/zufang/shz3339326.html,3500,陇南小区，小户型，一链倾城，上门实勘,陇南小区,华东理工
低层/10层,http://sh.lianjia.com/zufang/shz3371588.html,3500,低区出入方便，温馨一室，来电即看，上门实拍,长桥一村,长桥
高层/6层,http://sh.lianjia.com/zufang/shz3383828.html,3300,园南三村，一室小户型，好房好心情，上门实拍,园南三村,植物园
中层/6层,http://sh.lianjia.com/zufang/shz3398800.html,3200,光线充足，1室1厅1卫，钥匙房，上门实拍,和平小区（徐汇）,华东理工
高层/6层,http://sh.lianjia.com/zufang/shz3409398.html,3300,汇成三村，温馨之家，高区景观房，放心好房,汇成三村,上海南站
低层/6层,http://sh.lianjia.com/zufang/shz3417461.html,3500,罗秀三村，如您所见，一室小户型，低楼层,罗秀三村,植物园
中层/6层,http://sh.lianjia.com/zufang/shz3431838.html,3400,随时可看，好房好心情，上门实拍，空气清新,华泾四村,华泾
高层/6层,http://sh.lianjia.com/zufang/shz3432971.html,4000,田林四村，吉宅出租，上门实拍，看房有钥匙,田林四村,田林
中层/18层,http://sh.lianjia.com/zufang/shz3434793.html,3800,盛华景苑，有钥匙立即看，错过不再有，黄金楼层,盛华景苑,华泾
低层/6层,http://sh.lianjia.com/zufang/shz3330244.html,3500,长桥二村，看房方便，一室小户型，上门实拍,长桥二村,长桥
中层/6层,http://sh.lianjia.com/zufang/shz3385650.html,3800,田林十四村，近地铁，1室0厅1卫，上门实勘,田林十四村,田林
中层/3层,http://sh.lianjia.com/zufang/shz3386110.html,3500,紧邻地铁，好楼层，上门实拍，温馨一室,华亭路31弄,衡山路
低层/7层,http://sh.lianjia.com/zufang/shz3390048.html,3500,低区出入方便，链家房源，紧邻地铁，上门实拍,东安花苑,龙华
中层/4层,http://sh.lianjia.com/zufang/shz3391332.html,3500,仪表新村，近地铁，一链倾城，景观房,仪表新村,田林
低层/6层,http://sh.lianjia.com/zufang/shz3424600.html,2000,低区出入方便，错过不再有，一室小户型，抢鲜笋盘,香楠小区,张江
中层/5层,http://sh.lianjia.com/zufang/shz3425577.html,3500,空气清新，链家好房，上门实拍，地铁沿线,德州二村,世博
高层/7层,http://sh.lianjia.com/zufang/shz3427106.html,3200,温馨一室，毗邻地铁，高清实拍，真实在租,金杨四街坊,金杨
高层/7层,http://sh.lianjia.com/zufang/shz3427215.html,3800,上门实勘，享受好房，新鲜上架，地铁直达,金杨四街坊,金杨
高层/6层,http://sh.lianjia.com/zufang/shz3429460.html,4000,采光无敌好，享受好房，上门实拍，小户型,济阳二村,世博
低层/6层,http://sh.lianjia.com/zufang/shz3429551.html,3800,京浦小区，温馨之家，放心好房，低区出入方便,京浦小区,御桥
高层/6层,http://sh.lianjia.com/zufang/shz3430188.html,3800,抢鲜笋盘，视野很好，地铁房，温馨一室,峨山小区,塘桥
中层/27层,http://sh.lianjia.com/zufang/shz3430275.html,3900,光线充足，1室1厅1卫，出行方便，新鲜好房,交江大楼,张江
中层/5层,http://sh.lianjia.com/zufang/shz3430846.html,3600,新鲜挂牌，温馨一室，空气清新，交通方便,金旋小区,北蔡
高层/6层,http://sh.lianjia.com/zufang/shz3431301.html,2900,交通方便，1室0厅1卫，真实在租，上门实拍,兰沁苑,张江
低层/6层,http://sh.lianjia.com/zufang/shz3432313.html,3300,高清实拍，如您所见，上下楼方便，小户型,东一小区,金桥
低层/6层,http://sh.lianjia.com/zufang/shz3432564.html,3000,新鲜上架，如您所见，地铁直达，小户型,金鹏苑,金桥
低层/6层,http://sh.lianjia.com/zufang/shz3433452.html,4000,上下楼方便，新鲜好房，吉宅出租，1室1厅,恒大小区,世博
中层/6层,http://sh.lianjia.com/zufang/shz3434092.html,3500,博一小区，吉宅出租，景观房，一室小户型,博一小区,金桥
高层/6层,http://sh.lianjia.com/zufang/shz3434581.html,3800,上门实拍，毗邻地铁，空气清新，新鲜挂牌,高海家苑,金桥
高层/6层,http://sh.lianjia.com/zufang/shz3436455.html,3600,画家村，高清实拍，错过不再有，紧邻地铁,画家村,金桥
高层/18层,http://sh.lianjia.com/zufang/shz3437095.html,3700,浦江东旭公寓，光线非常好，新鲜上架，一链倾城,浦江东旭公寓,金桥
高层/6层,http://sh.lianjia.com/zufang/shz3437315.html,4000,绿波城，稀缺南北通，错过不再有，上门实勘,绿波城,唐镇
低层/6层,http://sh.lianjia.com/zufang/shz3437347.html,3300,昌七小区，错过不再有，毗邻地铁，上门实拍,昌七小区,世博
中层/6层,http://sh.lianjia.com/zufang/shz3438089.html,3500,小户型，好楼层，放心好房，地铁沿线,潼港八村,外高桥
低层/6层,http://sh.lianjia.com/zufang/shz3394171.html,3800,梅陇七村，好房好心情，上门实勘，低区出入方便,梅陇七村,华东理工
中层/5层,http://sh.lianjia.com/zufang/shz3398027.html,3000,温馨一室，上门实拍，观望后悔莫及，好楼层,虹二小区,徐家汇
高层/6层,http://sh.lianjia.com/zufang/shz3404574.html,3500,钦州南路300弄，上门实勘，高区景观好，小户型,钦州南路300弄,康健
中层/5层,http://sh.lianjia.com/zufang/shz3406571.html,3500,肇嘉浜路193弄，如您所见，温馨之家，生活很便利,肇嘉浜路193弄,斜土路
高层/5层,http://sh.lianjia.com/zufang/shz3407771.html,4000,交通便利，上门实勘，光线非常好，有爱有家,日晖六村,斜土路
中层/6层,http://sh.lianjia.com/zufang/shz3412554.html,3600,龙吴路410弄，出行方便，温馨一室，上门实拍,龙吴路410弄,龙华
低层/3层,http://sh.lianjia.com/zufang/shz3412711.html,4000,享受好房，上门实拍，地铁沿线，低楼层,新兴顺里,建国西路
高层/6层,http://sh.lianjia.com/zufang/shz3415057.html,3300,东荡小区，观望后悔莫及，1室1厅1卫，地铁直达,东荡小区,上海南站
高层/5层,http://sh.lianjia.com/zufang/shz3417117.html,3000,一室小户型，生活很便利，采光无遮挡，吉宅出租,天钥新村,万体馆
高层/6层,http://sh.lianjia.com/zufang/shz3417386.html,3800,三江小区，紧邻地铁，采光无敌好，温馨一室,三江小区,龙华
中层/6层,http://sh.lianjia.com/zufang/shz3419572.html,4000,出行方便，上门实勘，景观房，1室1厅,东航龙华苑,龙华
高层/5层,http://sh.lianjia.com/zufang/shz3419766.html,2800,天钥新村，地铁直达，采光好，温馨一室,天钥新村,万体馆
高层/3层,http://sh.lianjia.com/zufang/shz3423023.html,2000,上方花园，有爱有家，远离雾霾带，一室小户型,上方花园,衡山路
高层/6层,http://sh.lianjia.com/zufang/shz3424393.html,3500,汇成二村，1室0厅，上门实勘，如您所见,汇成二村,上海南站
低层/6层,http://sh.lianjia.com/zufang/shz3425918.html,4000,东安二村，一室小户型，低楼层，上门实拍,东安二村,徐家汇
低层/4层,http://sh.lianjia.com/zufang/shz3429361.html,3800,上方花园，真实在租，上下楼方便，温馨一室,上方花园,衡山路
高层/6层,http://sh.lianjia.com/zufang/shz3322226.html,4000,紫薇园，高区景观房，上门实勘，链家好房,紫薇园,康健
中层/6层,http://sh.lianjia.com/zufang/shz3340559.html,3700,南丹小区，1室0厅，如您所见，景观房,南丹小区,徐家汇
高层/6层,http://sh.lianjia.com/zufang/shz3342183.html,3600,上门实勘，放心好房，温馨一室，毗邻地铁,梅陇五村,华东理工
低层/6层,http://sh.lianjia.com/zufang/shz3360234.html,3200,梅陇六村，低楼层，上门实勘，如您所见,梅陇六村,华东理工
高层/6层,http://sh.lianjia.com/zufang/shz3450346.html,3200,上南二村，温馨之家，地铁直达，高区景观房,上南二村,世博
高层/25层,http://sh.lianjia.com/zufang/shz3450507.html,3900,锦绣河山，出行方便，新出房源，采光这边独好,锦绣河山,金杨
中层/7层,http://sh.lianjia.com/zufang/shz3451209.html,3500,上门实勘，新出好房，吉宅出租，温馨之家,芳雅苑,北蔡
低层/6层,http://sh.lianjia.com/zufang/shz3452560.html,3800,香楠小区，真实在租，业主新委托，紧邻地铁,香楠小区,张江
高层/6层,http://sh.lianjia.com/zufang/shz3452776.html,4000,业主新委托，光线非常好，高清实拍，近地铁,金杨四街坊,金杨
高层/7层,http://sh.lianjia.com/zufang/shz3453840.html,3900,华高一村，上门实拍，高区阳光房，放心好房,华高一村,高行
低层/6层,http://sh.lianjia.com/zufang/shz3454324.html,4000,联鑫坊，放心好房，小户型，稀罕南北通,联鑫坊,金桥
低层/6层,http://sh.lianjia.com/zufang/shz3454633.html,4000,低楼层，高清实拍，生活很便利，新鲜好房,金杨二街坊,金杨
高层/6层,http://sh.lianjia.com/zufang/shz3454716.html,2400,由由六村，采光这边独好，稀缺南北通，上门实勘,由由六村,北蔡
高层/6层,http://sh.lianjia.com/zufang/shz3454822.html,2800,光线非常好，享受好房，高清实拍，稀罕南北通,晶波坊,金桥
高层/6层,http://sh.lianjia.com/zufang/shz3454956.html,3600,金桥新村四街坊，远离雾霾带，温馨一室，毗邻地铁,金桥新村四街坊（长岛路1267弄）,金桥
中层/6层,http://sh.lianjia.com/zufang/shz3392726.html,3800,上南十一村，高清实拍，温馨一室，链家好房,上南十一村,世博
高层/6层,http://sh.lianjia.com/zufang/shz3398443.html,4000,思浦小区，南北户型，新出房源，采光这边独好,思浦小区,三林
低层/6层,http://sh.lianjia.com/zufang/shz3400027.html,3400,南杨小区，新鲜好房，链家房源，小户型,南杨小区（长清路）,三林
中层/6层,http://sh.lianjia.com/zufang/shz3401207.html,3200,富特四村，如您所见，光线充足，小户型,富特四村,外高桥
高层/6层,http://sh.lianjia.com/zufang/shz3404537.html,3400,晶波坊，上门实勘，链家好房，1室1厅1卫,晶波坊,金桥
低层/16层,http://sh.lianjia.com/zufang/shz3405430.html,2999,万邦都市花园，温馨之家，上门实拍，出行方便,万邦都市花园,北蔡
高层/15层,http://sh.lianjia.com/zufang/shz3409357.html,3200,浦发春晖新苑，高清实拍，新鲜上架，错过不再有,浦发春晖新苑,外高桥
高层/6层,http://sh.lianjia.com/zufang/shz3411145.html,3500,近地铁，如您所见，上门实拍，一室小户型,金唐公寓,唐镇
中层/6层,http://sh.lianjia.com/zufang/shz3412884.html,3000,海高新村，链家好房，高清实拍，黄金楼层,海高新村,外高桥
高层/6层,http://sh.lianjia.com/zufang/shz3362039.html,3300,小木桥路13弄，高区阳光房，上门实勘，享受好房,小木桥路13弄,斜土路
高层/5层,http://sh.lianjia.com/zufang/shz3364452.html,3000,日晖一村，温馨之家，视野开阔，错过不再有,日晖一村,斜土路
低层/5层,http://sh.lianjia.com/zufang/shz3370478.html,2700,愉园，低区出入方便，上门实拍，链家好房,愉园,衡山路
低层/6层,http://sh.lianjia.com/zufang/shz3370634.html,3500,吴东小区，上门实勘，低楼层，1室1厅,吴东小区,徐家汇
高层/6层,http://sh.lianjia.com/zufang/shz3289250.html,3800,梅陇七村，视野很好，出行方便，一链倾城,梅陇七村,华东理工
高层/6层,http://sh.lianjia.com/zufang/shz3298183.html,3600,三江小区，上门实勘，有爱有家，地铁直达,三江小区,龙华
中层/6层,http://sh.lianjia.com/zufang/shz3303556.html,3500,真实在租，黄金楼层，上门实勘，出行方便,梅陇七村,华东理工
中层/6层,http://sh.lianjia.com/zufang/shz1015887.html,4000,上门实拍，光线充足，小户型，如您所见,宛南五村,龙华
低层/6层,http://sh.lianjia.com/zufang/shz1574914.html,3900,低楼层，上门实勘，链家房源，地铁房,田林十四村,田林
中层/3层,http://sh.lianjia.com/zufang/shz1859217.html,3000,1室0厅1卫，吉宅出租，稀罕南北通，近地铁,永康路109弄,建国西路
低层/15层,http://sh.lianjia.com/zufang/shz3219089.html,3500,交通便利，链家房源，上门实勘，低楼层,肇嘉浜路669弄,徐家汇
高层/6层,http://sh.lianjia.com/zufang/shz3365083.html,3400,花苑村玉兰园，毗邻地铁，闹中取静，上门实拍,花苑村玉兰园,康健
中层/6层,http://sh.lianjia.com/zufang/shz3413002.html,2800,柿子湾小区，观望后悔莫及，紧邻地铁，上门实拍,柿子湾小区,徐家汇
低层/7层,http://sh.lianjia.com/zufang/shz3396130.html,4000,温馨之家，上门实拍，地铁房，低楼层,南丹小区,徐家汇
中层/5层,http://sh.lianjia.com/zufang/shz3441927.html,3800,出行方便，一链倾城，黄金楼层，上门实勘,谨斜小区,徐家汇
高层/6层,http://sh.lianjia.com/zufang/shz3409480.html,3500,梅陇四村，地铁直达，高区景观好，上门实勘,梅陇四村,华东理工
中层/3层,http://sh.lianjia.com/zufang/shz3410707.html,3500,长乐路335号，错过不再有，1室1厅1卫，黄金楼层,长乐路335号,衡山路
高层/4层,http://sh.lianjia.com/zufang/shz3420326.html,3800,享受好房，采光好，地铁房，温馨一室,淮海中路1390弄,衡山路
低层/4层,http://sh.lianjia.com/zufang/shz3447021.html,3800,上方花园，新鲜好房，地铁沿线，1室1厅1卫,上方花园,衡山路
高层/6层,http://sh.lianjia.com/zufang/shz3393266.html,4000,东湾小区，远离雾霾带，吉宅出租，小户型,东湾小区,华泾
中层/6层,http://sh.lianjia.com/zufang/shz3445403.html,3700,京浦小区，景观房，上门实勘，链家房源,京浦小区,御桥
中层/7层,http://sh.lianjia.com/zufang/shz3445523.html,3500,芳雅苑，抢鲜笋盘，如您所见，黄金楼层,芳雅苑,北蔡
中层/15层,http://sh.lianjia.com/zufang/shz3445584.html,2500,浦发春晖新苑，地铁沿线，高清实拍，抢鲜笋盘,浦发春晖新苑,外高桥
中层/6层,http://sh.lianjia.com/zufang/shz3445645.html,3500,抢鲜笋盘，交通方便，好房好心情，光线充足,紫叶花园,北蔡
中层/15层,http://sh.lianjia.com/zufang/shz3445847.html,3100,高弘家苑，毗邻地铁，光线充足，高清实拍,高弘家苑,金桥
中层/6层,http://sh.lianjia.com/zufang/shz3445942.html,4000,出行方便，高清实拍，抢鲜笋盘，温馨之家,济阳一村,世博
高层/6层,http://sh.lianjia.com/zufang/shz3446577.html,4000,好房好心情，空气清新，1室1厅1卫，交通便利,上南十一村,世博
高层/6层,http://sh.lianjia.com/zufang/shz3446676.html,3800,临沂六村，上门实勘，采光好，如您所见,临沂六村,南码头
中层/6层,http://sh.lianjia.com/zufang/shz3446680.html,3500,上南一村，新鲜上架，一链倾城，地铁房,上南一村,世博
中层/6层,http://sh.lianjia.com/zufang/shz3446889.html,4000,惠德新邨，新出房源，毗邻地铁，观望后悔莫及,惠德新邨,北蔡
中层/6层,http://sh.lianjia.com/zufang/shz3446895.html,3600,上南路3827弄，温馨之家，放心好房，空气清新,上南路3827弄,三林
中层/17层,http://sh.lianjia.com/zufang/shz3447508.html,3600,抢鲜笋盘，真实在租，高清实拍，黄金楼层,东源名都,高行
中层/6层,http://sh.lianjia.com/zufang/shz3447613.html,3500,翔川家园，有爱有家，温馨一室，上门实拍,翔川家园,川沙
中层/11层,http://sh.lianjia.com/zufang/shz3447629.html,2500,港城新苑，新出房源，小户型，上门实拍,港城新苑,外高桥
高层/6层,http://sh.lianjia.com/zufang/shz3448005.html,2800,富特四村，空气清新，新上房源，温馨之家,富特四村,外高桥
中层/6层,http://sh.lianjia.com/zufang/shz3448117.html,3800,金杨二街坊，地铁直达，新出好房，好楼层,金杨二街坊,金杨
中层/6层,http://sh.lianjia.com/zufang/shz3448496.html,3500,光线充足，一室小户型，上门实勘，毗邻地铁,唐人苑,唐镇
高层/6层,http://sh.lianjia.com/zufang/shz3448540.html,4000,京浦小区，高清实拍，新上房源，地铁直达,京浦小区,御桥
高层/6层,http://sh.lianjia.com/zufang/shz3449472.html,2200,错过不再有，远离雾霾带，新上房源，上门实勘,高桥一村,外高桥
中层/6层,http://sh.lianjia.com/zufang/shz3449587.html,2000,业主新委托，景观房，1室1厅1卫，上门实拍,潼港一村,外高桥
高层/6层,http://sh.lianjia.com/zufang/shz3435619.html,2800,新出房源，小户型，真实在租，光线非常好,长陇苑,华东理工
低层/6层,http://sh.lianjia.com/zufang/shz3436097.html,3600,汇成四村，抢鲜笋盘，低楼层，上门实勘,汇成四村,上海南站
高层/6层,http://sh.lianjia.com/zufang/shz3439944.html,3500,田林四村，上门实勘，温馨一室，光线非常好,田林四村,田林
低层/6层,http://sh.lianjia.com/zufang/shz3444194.html,3300,上门实拍，观望后悔莫及，上下楼方便，温馨一室,梅陇九村,华东理工
中层/6层,http://sh.lianjia.com/zufang/shz3445195.html,3500,长丰坊，新上房源，错过不再有，上门实勘,长丰坊,康健
中层/6层,http://sh.lianjia.com/zufang/shz3445316.html,3000,上门实勘，抢鲜笋盘，一室小户型，空气清新,长桥一村,长桥
中层/6层,http://sh.lianjia.com/zufang/shz3447727.html,2800,罗秀新村，光线充足，链家房源，新鲜好房,罗秀新村,长桥
低层/7层,http://sh.lianjia.com/zufang/shz3447851.html,3000,薛家宅小区，低楼层，新出房源，温馨一室,薛家宅小区,康健
高层/5层,http://sh.lianjia.com/zufang/shz3448349.html,3500,长桥新村，抢鲜笋盘，闹中取静，1室1厅,长桥新村,长桥
高层/6层,http://sh.lianjia.com/zufang/shz3448669.html,3000,长桥八村，上门实勘，空气清新，如您所见,长桥八村,长桥
中层/6层,http://sh.lianjia.com/zufang/shz3448728.html,3300,新出好房，高清实拍，一室小户型，黄金楼层,长兴坊,康健
中层/6层,http://sh.lianjia.com/zufang/shz3448915.html,3000,长桥一村，光线充足，温馨一室，上门实勘,长桥一村,长桥
低层/6层,http://sh.lianjia.com/zufang/shz3450500.html,3000,温馨一室，高清实拍，低楼层，有爱有家,华欣家园,华泾
中层/6层,http://sh.lianjia.com/zufang/shz3453336.html,3500,罗秀三村，黄金楼层，温馨之家，上门实勘,罗秀三村,植物园
低层/6层,http://sh.lianjia.com/zufang/shz3455797.html,3500,高清实拍，1室1厅，好房好心情，上下楼方便,杜鹃园,康健
高层/7层,http://sh.lianjia.com/zufang/shz3456139.html,2600,高区景观房，上门实勘，新出好房，1室0厅,薛家宅小区,康健
中层/6层,http://sh.lianjia.com/zufang/shz3456357.html,3900,园南一村，好楼层，新鲜挂牌，温馨之家,园南一村,上海南站
高层/6层,http://sh.lianjia.com/zufang/shz3456486.html,3600,花苑村紫竹园，放心好房，新出好房，远离雾霾带,花苑村紫竹园,康健
高层/6层,http://sh.lianjia.com/zufang/shz3393266.html,4000,东湾小区，远离雾霾带，吉宅出租，小户型,东湾小区,华泾
高层/6层,http://sh.lianjia.com/zufang/shz3406755.html,4000,错过不再有，上门实勘，温馨一室，新鲜好房,长桥一村,长桥
高层/6层,http://sh.lianjia.com/zufang/shz3430188.html,3800,抢鲜笋盘，视野很好，地铁房，温馨一室,峨山小区,塘桥
中层/27层,http://sh.lianjia.com/zufang/shz3430275.html,3900,光线充足，1室1厅1卫，出行方便，新鲜好房,交江大楼,张江
中层/5层,http://sh.lianjia.com/zufang/shz3430846.html,3600,新鲜挂牌，温馨一室，空气清新，交通方便,金旋小区,北蔡
高层/6层,http://sh.lianjia.com/zufang/shz3431301.html,2900,交通方便，1室0厅1卫，真实在租，上门实拍,兰沁苑,张江
低层/6层,http://sh.lianjia.com/zufang/shz3432313.html,3300,高清实拍，如您所见，上下楼方便，小户型,东一小区,金桥
低层/6层,http://sh.lianjia.com/zufang/shz3432564.html,3000,新鲜上架，如您所见，地铁直达，小户型,金鹏苑,金桥
低层/6层,http://sh.lianjia.com/zufang/shz3433452.html,4000,上下楼方便，新鲜好房，吉宅出租，1室1厅,恒大小区,世博
中层/6层,http://sh.lianjia.com/zufang/shz3434092.html,3500,博一小区，吉宅出租，景观房，一室小户型,博一小区,金桥
高层/6层,http://sh.lianjia.com/zufang/shz3434581.html,3800,上门实拍，毗邻地铁，空气清新，新鲜挂牌,高海家苑,金桥
高层/6层,http://sh.lianjia.com/zufang/shz3436455.html,3600,画家村，高清实拍，错过不再有，紧邻地铁,画家村,金桥
高层/18层,http://sh.lianjia.com/zufang/shz3437095.html,3700,浦江东旭公寓，光线非常好，新鲜上架，一链倾城,浦江东旭公寓,金桥
高层/6层,http://sh.lianjia.com/zufang/shz3437315.html,4000,绿波城，稀缺南北通，错过不再有，上门实勘,绿波城,唐镇
低层/6层,http://sh.lianjia.com/zufang/shz3437347.html,3300,昌七小区，错过不再有，毗邻地铁，上门实拍,昌七小区,世博
中层/6层,http://sh.lianjia.com/zufang/shz3438089.html,3500,小户型，好楼层，放心好房，地铁沿线,潼港八村,外高桥
低层/6层,http://sh.lianjia.com/zufang/shz3444462.html,3800,绿波城，南北通，交通方便，业主新委托,绿波城,唐镇
中层/6层,http://sh.lianjia.com/zufang/shz3456725.html,2700,梅园新村，高清实拍，光线充足，真实在租,梅园新村（浦东）,源深
中层/6层,http://sh.lianjia.com/zufang/shz3453107.html,2600,蓝城小区，一室小户型，上门实拍，毗邻地铁,蓝城小区,金桥
高层/6层,http://sh.lianjia.com/zufang/shz3447312.html,4000,济阳二村，新鲜挂牌，上门实拍，高区景观房,济阳二村,世博
低层/6层,http://sh.lianjia.com/zufang/shz3457955.html,3500,1室1厅1卫，毗邻地铁，新出房源，低区出入方便,御桥花园,御桥
高层/6层,http://sh.lianjia.com/zufang/shz3453314.html,3700,链家房源，一室小户型，生活很便利，新鲜挂牌,金杨四街坊,金杨
高层/6层,http://sh.lianjia.com/zufang/shz3409977.html,3600,长丰坊，上门实勘，光线非常好，链家好房,长丰坊,康健
高层/6层,http://sh.lianjia.com/zufang/shz3410848.html,3800,长丰坊，业主新委托，真实在租，闹中取静,长丰坊,康健
中层/6层,http://sh.lianjia.com/zufang/shz3418053.html,3300,梅陇九村，温馨一室，新鲜挂牌，上门实拍,梅陇九村,华东理工
低层/6层,http://sh.lianjia.com/zufang/shz3418733.html,3500,花苑村紫竹园，1室1厅，新上房源，低区出入方便,花苑村紫竹园,康健
高层/6层,http://sh.lianjia.com/zufang/shz3422943.html,3200,长桥一村，高清实拍，小户型，链家好房,长桥一村,长桥
高层/5层,http://sh.lianjia.com/zufang/shz3425230.html,3000,长桥一村，高区景观好，新出好房，高清实拍,长桥一村,长桥
高层/6层,http://sh.lianjia.com/zufang/shz3457453.html,3200,长桥八村，上门实勘，真实在租，1室0厅1卫,长桥八村,长桥
高层/6层,http://sh.lianjia.com/zufang/shz3450437.html,3200,长桥四村，1室0厅，放心好房，光线非常好,长桥四村,长桥
高层/24层,http://sh.lianjia.com/zufang/shz3404466.html,3400,鑫隆花园，光线非常好，降价出租，新出房源,鑫隆花园,植物园
中层/6层,http://sh.lianjia.com/zufang/shz3425149.html,3000,上门实拍，链家房源，新鲜挂牌，空气清新,苑宏新村,徐汇滨江
低层/6层,http://sh.lianjia.com/zufang/shz3452957.html,3500,漕泾一村，小户型，如您所见，高清实拍,漕泾一村,康健
高层/3层,http://sh.lianjia.com/zufang/shz3314909.html,3200,常熟路163弄，高区采光好，刚刚降价，链家好房,常熟路163弄,衡山路
高层/6层,http://sh.lianjia.com/zufang/shz3371591.html,3600,梅陇四村，1室1厅1卫，紧邻地铁，业主降价出租,梅陇四村,华东理工
高层/7层,http://sh.lianjia.com/zufang/shz3396884.html,4000,华东花苑，生活很便利，小户型，吉宅出租,华东花苑,上海南站
高层/6层,http://sh.lianjia.com/zufang/shz3338216.html,3700,长桥五村，闹中取静，如您所见，1室1厅1卫,长桥五村,长桥
中层/6层,http://sh.lianjia.com/zufang/shz3341766.html,4000,桂莘小区，真实在租，上门实拍，空气清新,桂莘小区,康健
高层/6层,http://sh.lianjia.com/zufang/shz3367358.html,3000,高区景观好，一室小户型，享受好房，高清实拍,长桥五村,长桥
高层/6层,http://sh.lianjia.com/zufang/shz3380618.html,3500,汇成五村，链家好房，上门实拍，采光好,汇成五村,上海南站
中层/6层,http://sh.lianjia.com/zufang/shz3382461.html,3200,沙家浜小区，好房好心情，温馨之家，高清实拍,沙家浜小区,华泾
高层/6层,http://sh.lianjia.com/zufang/shz3390484.html,3900,长丰坊，闹中取静，温馨一室，上门实勘,长丰坊,康健
高层/7层,http://sh.lianjia.com/zufang/shz3458620.html,3500,浦江东旭公寓，错过不再有，毗邻地铁，温馨之家,浦江东旭公寓,金桥
中层/7层,http://sh.lianjia.com/zufang/shz3458525.html,3000,芳雅苑，真实在租，光线充足，高清实拍,芳雅苑,北蔡
高层/6层,http://sh.lianjia.com/zufang/shz3449484.html,3600,高清实拍，一室小户型，高区采光好，新出好房,临沂二村,南码头
高层/5层,http://sh.lianjia.com/zufang/shz3452344.html,2500,张江汤臣豪园，温馨一室，高清实拍，毗邻地铁,张江汤臣豪园（三期）,张江
低层/6层,http://sh.lianjia.com/zufang/shz3458154.html,2500,新出房源，上门实拍，低楼层，交通便利,金唐公寓,唐镇
高层/6层,http://sh.lianjia.com/zufang/shz3458045.html,2400,大华锦绣华城，上门实勘，温馨之家，新出房源,大华锦绣华城（一街区）,北蔡
中层/24层,http://sh.lianjia.com/zufang/shz3457408.html,3500,有爱有家，好楼层，1室1厅1卫，毗邻地铁,凌高小区,洋泾
高层/6层,http://sh.lianjia.com/zufang/shz3456506.html,3800,杉林新月，1室1厅，地铁直达，享受好房,杉林新月（环林东路879弄）,三林
中层/6层,http://sh.lianjia.com/zufang/shz3456983.html,2000,黄金楼层，1室1厅，有爱有家，地铁沿线,东城新村,杨东
中层/5层,http://sh.lianjia.com/zufang/shz3455213.html,3500,上南一村，地铁沿线，上门实拍，新出房源,上南一村,世博
高层/6层,http://sh.lianjia.com/zufang/shz3450559.html,3600,远离雾霾带，生活很便利，上门实勘，新上房源,香山新村东北街坊,金杨
高层/6层,http://sh.lianjia.com/zufang/shz3447591.html,4000,京浦小区，高清实拍，新出房源，紧邻地铁,京浦小区,御桥
中层/6层,http://sh.lianjia.com/zufang/shz3373569.html,3500,好楼层，业主新委托，温馨一室，毗邻地铁,金杨四街坊,金杨
低层/25层,http://sh.lianjia.com/zufang/shz3446775.html,3500,链家好房，低区出入方便，高清实拍，新鲜好房,泾东小区,洋泾
高层/6层,http://sh.lianjia.com/zufang/shz3458537.html,3800,上南十一村，高区景观房，毗邻地铁，温馨一室,上南十一村,世博
中层/6层,http://sh.lianjia.com/zufang/shz3458638.html,3600,德州七村，高清实拍，毗邻地铁，放心好房,德州七村,世博
低层/5层,http://sh.lianjia.com/zufang/shz3424501.html,2800,上下楼方便，降价出租，上门实勘，1室0厅,义王路101弄,外高桥
